ts_code,com_name,com_id,chairman,manager,secretary,reg_capital,setup_date,province,city,introduction,website,email,office,business_scope,employees,main_business,exchange
920175.BJ,平顶山东方碳素股份有限公司,410404000001252,杨遂运,杨晓鹏,裴广义,11900.0,20060221,河南,平顶山市,公司是一家专业从事石墨材料研发、生产与销售的企业。公司已成功完成新型敞开式焙烧炉的开发与应用、中粗结构新型石墨材料的研制与开发、新型高炉及铝用预焙微孔炭块的研制与开发、中粗高纯石墨棒的研究与开发、中粗石墨块的研究与开发、一种石墨制品抗氧化涂料及制备方法、焙烧系统中煤气发生炉的技术改造和研究等多项科技攻关项目。,www.dongfangtansu.com,584346151@qq.com;dfts001@163.com,河南省平顶山市石龙区兴龙路19号,特种石墨制品、锂电池正、负极材料的生产销售；石墨烯的研发；出口贸易。,387,"特种石墨新材料的生产,研发与销售",BSE
874287.BJ,广西森合高新科技股份有限公司,450100200157905,阙山东,刘新,,8539.2,20110414,广西,南宁市,公司专业从事环保型贵金属选矿剂的研发、生产及销售。自成立以来公司深耕贵金属选矿剂应用领域，针对下游黄金等贵金属生产行业的“高污染、高耗能”及资源利用率低下等行业痛点自主研发了含氰基低毒环保浸出药剂的产品配方及生产工艺，目前已建立了工艺技术成熟、产品品质和销售渠道稳定的规模化产业体系；公司产品在黄金等贵金属生产中得到了日益广泛的应用，已发展成为国内环保型贵金属选矿剂细分市场的领导企业，并与多家下游客户建立了稳定的合作关系。公司产品主要应用于贵金属生产企业选矿作业浸出环节，有效减少了黄金工业氰化尾渣等剧毒危险废物的环境污染及安全危害风险，属于国家重点鼓励的环境保护与资源节约综合利用产业。公司先后荣获国家第三批专精特新“小巨人”企业、中国矿业高质量发展示范单位、中国黄金协会技术鉴定一等奖、广西“专精特新”中小企业、广西壮族自治区瞪羚企业、广西第一批制造业单项冠军示范企业等重要荣誉或资质，积极服务“生态文明”“黄金强国”“绿色矿山”等国家重大发展战略。,www.gxshgk.com,melody@gxshgk.com,广西壮族自治区南宁市明阳工业区明阳四路B-3-1西面,采矿技术研发、选矿技术研发；销售：化工产品(除危险化学品)、矿产品(除国家专控产品)、仪表仪器、五金交电、建筑材料(除竹木制品及危险化学品)、劳保用品；自营和代理一般经营项目商品和技术的进出口业务，许可经营项目商品和技术的进出口业务须取得国家专项审批后方可经营(国家限定公司经营或禁止进出口的商品和技术除外)；化工产品的生产(危险化学品等涉及前置审批的项目除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动。),473,公司专业从事环保型贵金属选矿剂的研发、生产及销售，主要产品包括环保型贵金属选矿剂及副产品硫酸铵。,BSE
920748.BJ,厦门路桥信息股份有限公司,350298100000034,林秀总,,魏聪,7674.0,20010726,福建,厦门市,公司是一家专业从事交通行业信息化解决方案的高新技术企业，致力于成为交通行业信息化解决方案的专家型企业，以信息化助力交通行业运营和管理水平的提升，让交通更加安全、畅通、舒适。报告期内，公司的主营业务是依托完善的研发体系、标准化的服务流程和丰富的行业经验，为交通行业客户提供信息化解决方案的研发、设计、销售、实施及相关技术服务，具体包括交通机电(包括收费、监控、通信、治超等系统)、管养信息化、智慧工地和智慧停车等信息化解决方案。,www.xmrbi.com,xmlqxxgf@163.com,"福建省厦门市集美区软件园三期诚毅大街370号1801单元,1802单元,1803单元,1804单元",一般项目：软件开发；电子(气)物理设备及其他电子设备制造；其他电子器件制造；智能车载设备制造；交通安全、管制专用设备制造；照明器具制造；信息系统集成服务；信息技术咨询服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；消防技术服务；工程和技术研究和试验发展；科技推广和应用服务；信息系统运行维护服务；安全系统监控服务；计算机及办公设备维修；大数据服务；数据处理和存储支持服务；互联网数据服务；互联网安全服务；区块链技术相关软件和服务；物联网技术研发；物联网技术服务；物联网应用服务；云计算装备技术服务；人工智能基础资源与技术平台；人工智能理论与算法软件开发；人工智能应用软件开发；人工智能硬件销售；人工智能行业应用系统集成服务；卫星技术综合应用系统集成；计算机软硬件及辅助设备零售；通信设备销售；电子产品销售；电气信号设备装置销售；汽车新车销售；新能源汽车整车销售；信息安全设备销售；照明器具销售；软件销售；安全技术防范系统设计施工服务；工程管理服务；合同能源管理；节能管理服务；会议及展览服务；市政设施管理；物业管理；停车场服务；企业管理咨询；租赁服务(不含出版物出租)；非居住房地产租赁；以自有资金从事投资活动；电动汽车充电基础设施运营；广告设计、代理；广告发布。(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)许可项目：互联网信息服务；各类工程建设活动；公路管理与养护；建筑智能化系统设计；建筑智能化工程施工；特种设备制造；特种设备安装改造修理；电气安装服务；洗车服务；道路旅客运输经营；第一类增值电信业务；第二类增值电信业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准)。,464,"运用人工智能,物联网,大数据,云计算等新一代信息技术为交通领域提供信息化产品和解决方案以及运维,运营等服务.",BSE
831978.BJ,常州金康精工机械股份有限公司,320407000025796,钟仁康,谭大强,,5482.47,20011031,江苏,常州市,"公司主要从事设计、生产和销售电机制造专用设备,是国内少数能为客户提供定子、转子电机绕组制造成套装备的规模提供商之一,也是我国可提供产品种类多、系列全、覆盖用途广的电机绕组制造专用装备提供商之一.公司现有客户基本覆盖包括工业感应电机、家用电机、汽车电机在内的各行业领先企业。其中包括工业电机(客户包括江淮、西门子、东芝、富士、ABB、卧龙、雷勃、大中、三江、三相等)、水泵行业(客户包括艾欧史密斯、万事达、银嘉等)、汽车电机(客户包括深圳比亚迪、常州微特、上海捷伸)、空调行业(客户包括美的、海尔、格力、志高、奥克斯等)、洗衣机行业(客户包括小天鹅、海尔、三洋、松下等)、压缩机行业(客户包括东贝、扎努西、迪贝等)等。目前，公司已拥有52项已授权专利，其中9项发明专利，43项实用新型专利，均为自主研制和开发，所有核心技术均拥有自主知识产权。",www.jinkang.com.cn,cyy@jinkang.com.cn,江苏省常州市新北区春桥路2号,"一般项目:机械设备研发;电工机械专用设备制造;专用设备制造(不含许可类专业设备制造);通用设备制造(不含特种设备制造);机械设备销售;专用设备修理;通用设备修理;机械零件、零部件加工;机械零件、零部件销售;工业设计服务;工业机器人制造;工业机器人销售;工业机器人安装、维修;软件开发;计算机软硬件及辅助设备零售;软件销售;工业自动控制系统装置销售;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;喷涂加工;非居住房地产租赁;机械设备租赁;以自有资金从事投资活动;货物进出口(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)",395,电机绕组自动化生产线、高端设备,BSE
834857.BJ,北京清水爱派建筑设计股份有限公司,110000410200735,谢江,谢江,王淑俭,5050.4,19950731,北京,北京市,公司主要从事各类工业与民用建筑的设计与技术咨询。公司依托于自身二十年来从事各类工业与民用建筑设计与技术咨询的经验积累，充分利用自身优秀的人力资源和丰富的工程设计、咨询实践经验，为客户提供建设工程规划设计、建筑设计、景观设计、室内设计、项目咨询等在内的各项专业服务。目前公司业务遍及全国十多个省市，参与设计多个国内外大型项目，公司已获得较好的业界口碑，公司多次获得相关部门团体颁发的奖项。公司经过多年优质服务，沉淀了一批优质的客户资源，并形成长期合作关系，这是公司重要的资源优势。,www.tsc.com.cn,tscaepalisted@126.com,北京市海淀区清华大学学研大厦A座404,"工程勘察设计;专业承包;劳务分包;施工总承包;技术咨询;建设工程项目管理;货物进出口、技术进出口、代理进出口。(市场主体依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事国家和本市产业政策禁止和限制类项目的经营活动。)",135,"建筑及室内设计,风景园林设计,城乡规划,EPC总承包及施工",BSE
920363.BJ,莱赛激光科技股份有限公司,320407000001432,陆建红,陆建红,,9545.0,20001109,江苏,常州市,公司主营业务为激光测量仪器的研发、生产和销售，并致力于为客户提供激光测量的整体解决方案。公司以其多项核心技术和较强的研发能力为依托，目前已形成激光扫平仪、激光标线仪、激光测距仪等多个系列产品，并能够提供施工现场的实时测量数据(如高精度的水平度、垂直度、坡面度、距离、角度等)，其产品广泛应用于建筑装饰测量、工程道路施工、管道矿道施工、工业设备安装、远距离避障和远程目标定位等领域。公司以其产品功能和应用领域为标准对主要产品进行分类，公司产品主要包括激光扫平仪、激光标线仪、激光测距仪等系列。,www.laisai.com,fjx@laisai.com;laisai@laisai.com,"江苏省常州市新北区新竹二路106,108号","一般项目：货物进出口；技术进出口；电子测量仪器制造；电子测量仪器销售；仪器仪表制造；仪器仪表销售；绘图、计算及测量仪器制造；绘图、计算及测量仪器销售；光学仪器制造；光学仪器销售；导航、测绘、气象及海洋专用仪器制造；导航、测绘、气象及海洋专用仪器销售；其他通用仪器制造；光电子器件制造；光电子器件销售；软件开发；通信设备制造；通讯设备修理；通讯设备销售；信息系统集成服务；农业机械制造；农业机械销售；农业机械服务；导航终端制造；导航终端销售；卫星导航服务；智能车载设备制造；智能车载设备销售；机械设备研发；机械设备销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；租赁服务(不含许可类租赁服务)；照明器具制造；照明器具销售；风动和电动工具制造；风动和电动工具销售；金属工具制造；金属工具销售(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)",385,"建筑激光定位,工程激光智能定位,激光测量与传感系列产品",BSE
920906.BJ,宁波舜宇精工股份有限公司,330281000012871,倪文军,贺宗贵,董云,6497.0,20020405,浙江,宁波市,公司主要从事精密、多腔等注塑模具设计制造和塑料制品的加工生产，是一家集模具设计研发制造，产品开发、制造加工组装等诸多功能于一体，并引进现代化企业管理模式的企业。主要产品是汽车、家电、工业用注塑模具和汽车内外饰和超市防盗注塑产品。内部管理实施了ISO9001和TS16949质量管理体系，并建立了信息化平台、导入了ERP管理。公司的研发设计能力和加工制造能力在同等规模的同行中处于领先地位，已充分具备了进入国际行业市场的竞争能力。建立了包括世界500强企业在内的客户群体，与通用、奥迪、福特、大众、麦格纳、格拉默、江森、北汽、奇瑞、延锋伟世通等一线主机厂建立了良好的合作关系。,www.sunnymould.com,dy@sunnymould.com;business@sunnymould.com,浙江省宁波市余姚市舜贝路2号,一般项目：专用设备制造(不含许可类专业设备制造)；塑料制品制造；塑料制品销售；汽车零部件及配件制造；汽车零部件研发；汽车零配件批发；汽车零配件零售；照明器具制造；照明器具销售；智能车载设备制造；智能车载设备销售；电子元器件制造；电子元器件批发；电子元器件零售；集成电路制造；集成电路销售；集成电路芯片及产品制造；集成电路芯片及产品销售；工业机器人制造；物料搬运装备制造；物料搬运装备销售；智能物料搬运装备销售；软件开发；电机及其控制系统研发；玻璃纤维增强塑料制品制造；玻璃纤维增强塑料制品销售；塑胶表面处理(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：货物进出口(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。,1233,"精密,多腔注塑模具,汽车内饰功能件和AGV机器人的开发,生产和销售",BSE
833137.BJ,常州通宝光电股份有限公司,320407000037982,刘国学,刘威,,5638.0,19911118,江苏,常州市,公司创立于1991年，公司专业从事LED半导体发光器件的生产和应用，产品覆盖车用LED模组和车用灯具的设计和制造，已为国内外多家车灯厂和整车厂配套。工厂坐落于上海与南京经济带中心的常州市国家级高新技术产业开发区，沪蓉高速、京沪高铁纵横而过，西接常州机场，北靠国家一类开放口岸常州港，水陆空交通便利，四通八达。公司及子公司主要产品包括：前照灯、制动灯、转向灯、倒车灯、雾灯、装饰照明灯、行车位置灯在内的车用LED模组及灯具产品线。,www.cztbgd.com,cztbgd@cztbgd.com,江苏省常州市新北区春江镇桃花港路1-1号,"LED发光管、车用LED模组及配件、灯具、电子元器件的制造、加工及维修服务;车用LED模组的技术服务;车用玻璃的销售;自营和代理各类商品和技术的进出口业务,但国家限定公司经营或禁止进出口的商品和技术除外。(依法须经批准的项目,经相关部门批准后方可开展经营活动) 一般项目:汽车零部件研发;汽车零部件及配件制造;输配电及控制设备制造;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)",338,汽车照明系统、电子控制系统、能源管理系统等汽车电子零部件的研发、生产和销售,BSE
920950.BJ,常州迅安科技股份有限公司,320405000002913,高为人,高为人,李德明,7332.0,20010517,江苏,常州市,公司是一家专业从事研发、生产和销售自动变光焊接面罩以及相关配套产品的国家级高新技术企业，主要产品为自动变光焊接面罩以及相关配套产品，包括：自动变光焊接面罩、自动变光焊接滤光镜、普通焊接面罩、电动空气净化呼吸器及相关配件等。,www.shine-xunan.com,ldeming@shine-xunan.com,江苏省常州市常州经济开发区潞城街道东关路1号(一照多址),光、机电技术的开发及服务；光学、电气及一体化产品、焊割产品、防护产品及零部件的制造、加工、销售；自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品及技术除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动),236,"全系列自动变光电焊防护面罩,多场景电动送风过滤式呼吸器等智能个人防护装备的研发,生产和销售",BSE
874549.BJ,苏州莱恩精工合金股份有限公司,320506000017768,张秀卓,张秀卓,,5116.0033,19990609,江苏,苏州市,公司主营业务为铝合金制品的研发、设计、生产及销售，主要向市场提供铝挤压型材、登高器具等铝合金制品。自成立以来，公司一直专注于铝合金制品的研究与开发，并积累了深厚的业务积淀和技术底蕴。经过多年的发展，公司已经形成了从铝合金型材挤压、到登高器具及其他型材深加工产品的设计、研发及生产的综合业务体系，公司已成为国际登高器具行业的重要参与者和竞争者。公司登高器具业务与Tricam、Werner、Pica等国际知名品牌商建立了长期合作关系，销售区域主要覆盖美国、日本、英国、瑞典、韩国、智利等近二十个国家和地区；公司铝型材业务目前主要集中在中端工业型材领域，与工业自动化、轨道交通、高端别墅电梯等产品领域的客户形成了稳定的合作关系。,www.rhine-ch.com,le@rhine-ch.com,江苏省苏州市吴中区胥口镇茅蓬路109号,"生产、加工、销售:铝型材、铝制品、装饰装潢材料、门窗;销售:塑料、五金交电、金属材料;仓储(不含危险化学品及易燃易爆物品);商品(不含前置许可的商品)的分装、包装、配送;自营和代理各类商品及技术的进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",1390,登高器具产品、各类铝合金部件产品及其他产品,BSE
838650.BJ,深圳本贸科技股份有限公司,440301102977109,谢鄂强,谢鄂强,舒相军,7070.8323,19970205,广东,深圳市,公司经营范围：兴办实业(具体项目另行申报)；国内贸易(不含专营、专控、专卖商品)；电脑智能系统工程的技术开发、销售；计算机软件的技术开发与销售；货物及技术进出口(法律、行政法规禁止的项目除外，法律、行政法规限制的项目须取得许可后方可经营)；计算机系统集成；建筑智能化工程专业承包壹级；防雷工程；装饰装修工程及机电安装工程；环保工程，城市及道路照明工程，建筑幕墙工程，钢结构工程，消防设施工程，防水防腐保温工程，金属屋面工程。,www.bornsales.com,xjshu@bornsales.com,广东省深圳市南山区科园路1006号软件产业基地5A栋1001,"基础软件服务、应用软件服务、数据处理和存储服务;智慧城市设计和建设;服务器、电脑和配套软硬件产品研发、销售;物联网相关领域产品研发、销售;数据中心机房基础设施及配套产品研发、销售、服务;集成电路、计算机软硬件、电子元件开发、销售;工业设计;系统集成;安防产品的销售;经营进出口业务(国家限定企业经营或禁止进出口的商品和技术除外);职业技能的培训;信息咨询(不含限制项目);企业管理咨询(不含限制项目)(依法须经批准的项目,经相关部门批准后方可开展经营活动);网络信息安全和国产自主可控产品研发、销售;自有物业租赁。 服务器、电脑和配套软硬件产品生产;物联网相关领域产品生产;数据中心机房基础设施及配套产品生产、工程安装;技术认证服务;网络信息安全和国产自主可控产品生产;增值电信业务;电力工程施工总承包;机电安装工程总承包;电子与智能化工程的施工;建筑机电安装工程的安装施工;建筑装修装饰工程的安装施工;光伏发电工程的安装施工;可再生能源工程勘察、设计、施工(地源热泵、太阳能、风能);节能工程设计、工程施工(工程类凭相关资质证书从事经营)、技术咨询和技术服务;防雷工程、环保工程、城市及道路照明工程、建筑幕墙工程、钢结构工程、消防设施工程、防水防腐保温工程、金属屋面工程的施工。",234,"智慧城市基础产品综合解决方案服务商,主要包括:数据中心机房设计,施工,运营维护等整体解决方案服务商及数据中心硬件设备和产品销售;智慧城市应用领域综合服务.",BSE
832075.BJ,东方水利智能科技股份有限公司,510600000002311,陈启春,陈启春,李强,7577.25,20041117,四川,德阳市,公司主要从事水利水电工程启闭机、闸门、拦污栅、压力钢管、清污机、拦污导漂排、电站桥机、门机等水工机械和水工金属结构及相关电气控制设备的设计、制造和安装，以及水电站设备的维修、技术改造和水利水电工程施工总承包。公司取得了国家水利部颁发的大型固定卷扬式《水利工程启闭机使用许可证》(证书编号：SXK55-004-2012)、大型移动式《水利工程启闭机使用许可证》(证书编号：SXK55-005-2012)、中型螺杆式《水利工程启闭机使用许可证》(证书编号：SXK55-006-2012)。,www.dongfangwater.com,832075@dfiee.com,四川省德阳市经济技术开发区燕山路398号,水利环保智能清污机器人及相关装置的研发、制造、销售、租赁、维护及运营管理，水利水电工程库区漂浮污物治理，水污染治理，河道清理，水环境监测及综合数据采集、分析和处理；船舶设计，船舶制造、维修；智能水工机械设备、水利水电工程用启闭机、拦污装置、清污机械、清淤机械、破冰机械、升船机、闸门、压力钢管、其它水工金属结构、桥式起重机、门式起重机、电气控制设备的设计、制造、销售、安装、改造和维修服务(凭有效许可证开展经营活动)；进出口贸易；水利水电工程专业承包(凭资质证书经营)(依法须经批准的项目，经相关部门批准后方可从事经营活动),353,水利水电智能装备的研发、设计、制造、销售及服务，主要产品分为水域环保智能装备和水工机械智能装备两大类，包括水上清污机器人、水面保洁机器人、水域巡逻机器人、鱼类保护机器人、拦污装备、启闭机、闸门及自动化控制设备等产品及服务。,BSE
831718.BJ,通用环球青鸟健康科技股份有限公司,370200230010899,于超,张登国,,5974.5621,20100521,山东,青岛市,公司是中国领先的全方位IT行业解决方案提供商和现代服务运营商。公司重点围绕智慧中国、美丽中国、幸福中国、健康中国四大业务板块提供全方位的服务，业务范围涵盖战略规划、业务咨询、解决方案、IT综合服务、平台建设及运维，是民生服务、医疗健康、电子商务等行业重要的IT综合服务提供商和战略合作伙伴。公司秉承“成为领先的解决方案提供商，成为领先的现代服务运营商”的愿景，坚持客户至上的原则，提供最优质的服务体验，寻求传统与创新之间的美妙平衡。公司已形成产品研发、销售、服务与运营的一体化产业链，产品广泛应用于民生、政府、企业、交通、医疗卫生等领域。公司视优秀员工为最宝贵的资产，通过共同的价值观为凝聚力，为员工提供广阔的发展空间和平台。以人为本，做到人尽其才，奖励优秀。公司的员工和团队紧跟世界信息产业和服务业的发展，深入行业领域，努力为客户提供品质超群的技术和服务。,www.jbinfo.cn,zqb@jbinfo.cn,山东省青岛市崂山区株洲路78号通信产业园2号楼20层,"一般项目:软件开发;网络与信息安全软件开发;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;信息系统集成服务;计算机软硬件及辅助设备零售;计算机及通讯设备租赁;非居住房地产租赁;人工智能应用软件开发;企业管理;企业管理咨询;物业管理;家政服务;业务培训(不含教育培训、职业技能培训等需取得许可的培训);养老服务(机构养老服务);养老服务;信息咨询服务(不含许可类信息咨询服务);第二类医疗器械销售;家具销售;文具用品零售;办公用品销售;日用品销售;残疾康复训练服务(非医疗);平面设计;图文设计制作;家具安装和维修服务;家用电器安装服务;康复辅具适配服务;护理机构服务(不含医疗服务);品牌管理;第一类医疗器械销售;第一类医疗设备租赁;第二类医疗设备租赁;专业保洁、清洗、消毒服务;智能家庭消费设备销售;租赁服务(不含许可类租赁服务)。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)许可项目:第二类增值电信业务;呼叫中心;住宅室内装饰装修;建设工程施工。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)",743,"医康养科技与服务,数值服务",BSE
920395.BJ,杭州朗鸿科技股份有限公司,330104000019367,忻宏,忻宏,陈晓雨,15258.5704,20080107,浙江,杭州市,公司产品和服务主要包括电子设备防盗展示产品和品牌终端展示服务两大类。(1)电子设备防盗展示产品包括数码防盗、挂钩、桌面陈列三大类，具体产品为独立防盗产品、集中式防盗主机、集中式防盗传感器、机模产品、遥控器、防盗普通挂钩、防盗螺旋挂钩、防盗亚克力、亚克力标签牌、亚克力机模展架和亚克力支架。(2)品牌终端展示服务主要是面向运营商、手机品牌厂商、连锁卖场等国内外知名企业，如：移动、联通、电信、华为、三星、OPPO、金立、HTC、苏宁、国美等。公司根据客户的品牌推广和营销策略设计出品牌终端展示整体形象方案和相应展示道具的设计，彰显企业品牌形象与内涵，提高企业影响力，促进产品销售，最大程度地为客户创造价值。,www.lhtglobal.com,ir@lhtglobal.com,浙江省杭州市富阳区东洲街道高尔夫路180-1号,"一般项目:电子专用材料研发;电子元器件与机电组件设备制造;电子元器件与机电组件设备销售;电子产品销售;安防设备制造;安防设备销售;安全,消防用金属制品制造;集成电路制造;集成电路销售;集成电路设计;集成电路芯片及产品制造;集成电路芯片设计及服务;集成电路芯片及产品销售;计算机软硬件及辅助设备批发;计算机软硬件及辅助设备零售;计算机软硬件及外围设备制造;计算机系统服务;通信设备制造;通信设备销售;信息安全设备制造;信息安全设备销售;五金产品研发;五金产品制造;五金产品批发;五金产品零售;金属制品研发;机械设备研发;物联网设备制造;物联网设备销售;物联网应用服务;物联网技术研发;物联网技术服务;技术服务,技术开发,技术咨询,技术交流,技术转让,技术推广;信息技术咨询服务;工业设计服务;专业设计服务;软件开发;软件销售;软件外包服务;电线,电缆经营;新材料技术研发;机械电气设备制造;机械电气设备销售;模具制造;模具销售;电力电子元器件制造;电力电子元器件销售;货物进出口;技术进出口;进出口代理(除依法须经批准的项目外,凭营业执照依法自主开展经营活动).",170,"电子设备防盗展示产品的研发,生产和销售",BSE
920273.BJ,湖北一致魔芋生物科技股份有限公司,420528000002099,吴平,吴平,唐华林,10318.8407,20070402,湖北,宜昌市,公司主要从事魔芋种繁育、推广，魔芋初加工、精深加工以及魔芋相关产品的研发、生产和销售。目前，公司已基本形成了从魔芋种子育种到魔芋深加工的全产业链业务体系，最大限度满足客户需求。公司坚持技术革新和产品研发，不断发展壮大。公司通过子公司致力于种业繁育魔芋种子出售给芋农，再通过农村经纪人、专业合作社采购魔芋片、魔芋粉等原料生产亲水胶体、美妆洗护用品、魔芋膳食纤维、魔芋休闲健康素食等产品获取收益。,www.yizkonjac.com,yizhishengwu@yizhikonjac.com,湖北省宜昌市长阳经济开发区长阳大道438号,"许可项目:食品生产;食品销售;保健食品生产;化妆品生产;食品添加剂生产;饲料添加剂生产;饲料生产;食品互联网销售(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)一般项目:保健食品(预包装)销售;饲料添加剂销售;宠物食品及用品批发;宠物食品及用品零售;化妆品零售;化妆品批发;食品添加剂销售;日用化学产品制造;日用化学产品销售;纸制品销售;消毒剂销售(不含危险化学品);日用百货销售;货物进出口;技术进出口;机械设备销售;机械设备租赁;电子,机械设备维护(不含特种设备);以自有资金从事投资活动;住房租赁;技术服务,技术开发,技术咨询,技术交流,技术转让,技术推广;初级农产品收购;食用农产品初加工;食用农产品批发;食用农产品零售;非食用农产品初加工;农副产品销售.(除许可业务外,可自主依法经营法律法规非禁止或限制的项目)",600,"公司主营业务为魔芋精深加工以及魔芋相关产品的研发,生产和销售;主要产品为魔芋亲水胶体(魔芋粉),魔芋食品,魔芋美妆用品三大类,服务项目为食品研发及技术服务",BSE
920505.BJ,荆州九菱科技股份有限公司,421000000000498,徐洪林,许文怀,张青,6486.773,20021118,湖北,荆州市,公司的主营业务为粉末冶金零件的研发、生产和销售。主要产品涉及汽车零件、家电零件两个领域，包括商用车减速起动机用粉末冶金齿轮齿圈，乘用车起动机用粉末冶金齿轮齿圈，汽车起动机用粉末冶金含油轴衬，汽车雨刮电机用粉末冶金零件，汽车变速箱同步器粉末冶金齿毂、滑块，冰箱、空调压缩机用粉末冶金零件，洗衣机离合器、减速器用粉末冶金零件等。,www.jlkj9000.com,Cyz9000@126.com;Jlkj9000@163.com,"湖北省荆州市沙市区关沮工业园西湖路129号,湖北省荆州市沙市区锣场镇渔湖大道45号",一般项目：锻件及粉末冶金制品制造，磁性材料生产，磁性材料销售，稀土功能材料销售，有色金属合金制造，有色金属合金销售，电子专用材料制造，机械设备销售，家用电器研发，货物进出口，技术进出口。(除许可业务外，可自主依法经营法律法规非禁止或限制的项目),274,"粉末冶金制品和磁性材料的研发,生产和销售",BSE
920961.BJ,创远信科(上海)技术股份有限公司,310000000088118,冯跃军,陈向民,王小磊,14284.0508,20050809,上海,上海市,公司专注于研发无线通信与射频微波测试仪器。经过多年的发展，公司重点拓展无线通信市场、无线电监测和北斗导航市场、以无线通信为主的智能制造市场三个方向，拥有了自主品牌和一系列测试仪器核心专利技术。在无线通信和射频微波测试领域，公司经过多年发展形成了较强的自主研发能力，并通过持续的研发投入及参与国家科技重大专项研发课题，积累了较强的技术优势。公司拥有多项发明专利、实用新型专利、外观设计专利。公司从2012年起先后牵头承担了国家“新一代宽带无线移动通信网”科技重大专项课题开发任务、上海市软件和集成电路产业发展专项、新一代信息基础设施建设信息化发展专项、上海市产业转型升级发展专项(工业强基)、战略性新兴产业发展专项、科技创新行动等科研任务，还承担了上海无线通信测试仪器工程技术研究中心的持续建设任务。2016年12月，公司获得“国家科学技术进步奖”特等奖。公司作为IMT-2020(5G)推进组成员，全面开展5G通信测试技术的研究，推出了5G信号源、5G信号分析仪、5G扫频仪、5G信道模拟器等一系列面向5G的产品及测试解决方案，核心竞争力不断提升。,www.transcom.net.cn,ir@transcom.net.cn;info@transcom.net.cn,上海市松江区恒麒路139弄1号楼,从事无线通信电子产品专业领域内的技术开发、技术转让、技术咨询和技术服务，仪器仪表的制造和销售，通信设备、电子测量仪器、移动通信设备、终端测试设备、导航终端、计算机软硬件、信息安全设备、集成电路芯片及产品的销售，卫星技术综合应用系统集成、卫星导航服务，软件开发、信息系统集成服务，仪器仪表租赁和修理，计算机及通讯设备租赁，国内贸易代理，进出口代理，货物进出口，技术进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动)(具体以工商机关核定为准)。,219,"公司主要产品包括信号模拟与信号发生系列,信号分析与频谱分析系列,矢量网络分析系列,无线网络测试与信道模拟系列,无线电监测与北斗导航测试等系列测试仪器与解决方案",BSE
920403.BJ,湖北康农种业股份有限公司,420528000000420,方燕丽,彭绪冰,,9936.108,20070929,湖北,宜昌市,公司作为一家从事种子研发、生产和销售的企业，拥有独立完整的采购、生产和销售体系。公司的经营模式主要包括研发、生产、采购、加工、销售。公司拥有独立的育种团队，市场推广品种主要为“康农系列玉米种子”自主知识产权新品种，目前以玉米种子研发为主导，兼顾水稻种子和马铃薯种子研发。现为一家集农作物新品种“育、繁、推”一体化和种子繁育、生产、加工、销售一条龙的现代种子企业。截至目前，公司拥有自主知识产权玉米新品种11个，分别由省审定“康农玉108”、“康农玉901”、“康农玉3号”；在陕西省审定“康农玉901”；云南省审定“康农20”、“康农2号”；湖南省审定“百农5号”和“康农玉999”；四川省审定“高玉909”；贵州省审定“康农玉108”；国家农业部审定“康农玉007”。公司培育、生产的“康农系列玉米种子”被确定为湖北省名牌产品。为种植农户提供更多更好的优质、高产、多抗的玉米新品种。,www.kangnongyu.com,ir@kangnong.cc,湖北省宜昌市长阳土家族自治县长阳经济开发区长阳大道553号,"一般项目：农业专业及辅助性活动,技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广,非主要农作物种子生产,粮食收购,中草药种植,粮油仓储服务,非居住房地产租赁。(除许可业务外，可自主依法经营法律法规非禁止或限制的项目)许可项目：农作物种子经营,转基因农作物种子生产,主要农作物种子生产,农作物种子进出口,转基因棉花种子生产,转基因棉花种子经营。(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准)具体经营范围以公司登记机关核发的营业执照为准。",153,"主要产品包括杂交玉米种子,魔芋种子和中药材种苗",BSE
